Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma/Taste Threshold Values
Chrysoeriol,5280666,bitter,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Melilotoside,5280759,bitter,C1=CC=C(C(=C1)/C=C/C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Isoquercitrin,5280804,odorless,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
kaempferol,5280863,bitter,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Senecionine,5280906,bitter,C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C,flavorDB,The Aroma/Taste threshold values foris unknown
linolenic acid,5280934,"faint,bitter,fatty",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
genistein,5280961,bitter,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methylergonovine maleate,5281072,bitter,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
CID 5281092,5281092,bitter,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O.Cl,flavorDB,The Aroma/Taste threshold values foris unknown
3025-30-7,5281162,"apple,waxy,creamy,sweet,fruity,tropical,pear,green",CCCCC/C=C\C=C\C(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; ripe pear, green fruity, waxy apple, tropical notes, fatty golden delicious apple fleshy. Taste characteristics at 20 ppm:green, fruity, apple and pear with waxy tropical nuances"
Ethyl tiglate,5281163,"caramel,berry,tutti frutti,floral,sweet,fruity,tropical,raspberry",CCOC(=O)/C(=C/C)/C,flavorDB,Aroma Threshold Values:65 ppb
(Z)-Hex-3-en-1-ol,5281167,"leafy,grass,foliage,vegetable,herbal,fresh,cut grass,oily,green",CC/C=C\CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fresh, green, raw fruity with a pungent depth"
trans-2-Hexenal,5281168,"leafy,apple,cheesy,vegetable,fat,banana,rancid,fatty,sweet,plum,fruity,aldehydic,almond,green",CCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; fruity, fresh green, herbal and vegetative, apple and melon with a slight yeasty nuance"
butein,5281222,bitter,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Isobutrin,5281256,sweet-like,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Genistin,5281377,bitter,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Harmane,5281404,bitter,CC1=NC=CC2=C1NC3=CC=CC=C23,flavorDB,The Aroma/Taste threshold values foris unknown
7-hydroxycoumarin,5281426,bitter,C1=CC(=CC2=C1C=CC(=O)O2)O,flavorDB,The Aroma/Taste threshold values foris unknown
Artemorin,5281428,bitter,C/C/1=C\[C@@H]2[C@@H](CCC(=C)[C@@H](CC1)O)C(=C)C(=O)O2,flavorDB,The Aroma/Taste threshold values foris unknown
Cnicin,5281435,bitter,C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO,flavorDB,The Aroma/Taste threshold values foris unknown
beta-Caryophyllene,5281515,"spice,clove,sweet,woody,wood,dry",C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; spicy, pepper-like, woody, camphoraceous with a citrus background"
alpha-farnesene,5281516,"citrus,lime,neroli,herbal,myrrh,sweet,bergamot,wood,lavender,green",CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 to 20 ppm; woody juniper berry and woody, berry-like with nuances of ginger and tropical mango"
Isocaryophyllene,5281522,"spice,wood ",C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; spicy, pepper-like, woody, camphoraceous with a citrus background"
Alpha-Santalol,5281531,"woody,sandalwood",C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,flavorDB,The Aroma/Taste threshold values foris unknown
Alpha-Sinensal,5281534,"mandarin,citrus,orange",C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,flavorDB,The Aroma/Taste threshold values foris unknown
beta-Sinensal,5281535,fruity,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; orange, waxy, citrus with a peel nuance"
Oleuropein,5281544,bitter,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Ocimene,5281553,"citrus,herbal,sweet,woody,tropical,terpene,herb,green",CC(=CC/C=C(\C)/C=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; green, tropical, woody with floral and vegetable nuances"
chrysin,5281607,bitter,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Datiscetin,5281610,bitter,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"3,7,4'-trihydroxyflavone",5281611,bitter,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
diosmin,5281613,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
fisetin,5281614,bitter,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Genkwanin,5281617,bitter,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Isorhamnetin,5281654,bitter,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Norswertianolin,5281659,sweet-like,C1=CC(=C2C(=C1O)OC3=CC(=CC(=C3C2=O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Swertianolin,5281662,sweet-like,COC1=CC(=C2C(=C1)OC3=C(C=CC(=C3C2=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
morin,5281670,bitter,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
myricetin,5281672,bitter,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Quercetagetin,5281680,bitter,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Scutellarein,5281697,bitter,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
tricetin,5281701,bitter,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Coumestrol,5281707,bitter,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,flavorDB,The Aroma/Taste threshold values foris unknown
daidzein,5281708,bitter,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Iridin,5281777,sweet-like,COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
prunetin,5281804,bitter,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
tectoridin,5281810,sweet-like,COC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
tween 80,5281955,bitter,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,flavorDB,The Aroma/Taste threshold values foris unknown
"7,4'-Dihydroxyflavone",5282073,bitter,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Alpha-Ionone,5282108,"floral,sweet,woody,tropical,fruity,wood,orris,raspberry,violet",CC1=CCCC(C1/C=C/C(=O)C)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; woody, floral, berry, fruity with powdery nuances"
Geranyl formate,5282109,"neroli,tea,green,rose,fresh,bitter",CC(=CCC/C(=C/COC=O)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, floral, citrus, waxy, fruity, apple and apricot-like"
Cinnamyl acetate,5282110,"floral,fruity,honey",CC(=O)OC/C=C/C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; sweet, spicy, floral, cinnamon and honey with a tutti-fruitti nuance"
lafutidine,5282136,bitter,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,flavorDB,The Aroma/Taste threshold values foris unknown
Lonicerin,5282152,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Quercimeritrin,5282160,sweet-like,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
plaunotol,5282197,bitter,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/CO)/C)C,flavorDB,The Aroma/Taste threshold values foris unknown
4'-Hydroxychalcone,5282362,bitter,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,flavorDB,The Aroma/Taste threshold values foris unknown
Carbinoxamine Maleate,5282409,bitter,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Adenosine 5'-triphosphate disodium,5282498,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)Op(=O)(O)Op(=O)([O-])[O-])O)O)N.O.O.O.[Na+].[Na+],flavorDB,The Aroma/Taste threshold values foris unknown
trans-2-Hexenoic acid,5282707,"fat,must",CCC/C=C/C(=O)O,flavorDB,The Aroma/Taste threshold values fortrans-2-HEXENOIC ACIDis unknown
trans-3-Hexenoic acid,5282708,fruity,CC/C=C/CC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; green, dairy-like with a vegetable and melon nuance"
2-Heptenoic Acid,5282709,"ether,rancid,fruity,grassy,green",CCCC/C=C/C(=O)O,flavorDB,The Aroma/Taste threshold values for(E)-2-HEPTENOIC ACIDis unknown
trans-2-Octenoic acid,5282714,"sour,vegetable,waxy,fatty,musty,aldehydic,dirty,cheese",CCCCC/C=C/C(=O)O,flavorDB,The Aroma/Taste threshold values for(E)-2-OCTENOIC ACIDis unknown
3-Octenoic Acid,5282716,"oily,fatty",CCCC/C=C/CC(=O)O,flavorDB,"Aroma Threshold Values:Fatty type, medium strength odor"
(Z)-oct-5-enoic acid,5282718,"fatty,greasy",CC/C=C\CCCC(=O)O,flavorDB,Aroma Threshold Values:Fatty type medium strength odor
cis-2-nonenoic acid,5282722,fatty,CCCCCC/C=C\C(=O)O,flavorDB,The Aroma/Taste threshold values for(E)-2-NONENOIC ACIDis unknown
2-Decenoic acid,5282724,"waxy,fresh,oily,sweet,fruity",CCCCCCC/C=C/C(=O)O,flavorDB,The Aroma/Taste threshold values for(E)-2-DECENOIC ACIDis unknown
4-Decenoic acid,5282726,fruity,CCCCC/C=C/CCC(=O)O,flavorDB,The Aroma/Taste threshold values for4-DECENOIC ACIDis unknown
4-Hexenal,5283308,green ,C/C=C/CCC=O,flavorDB,"Aroma Threshold Values:Detection. at. 0.0003. ppm. in. water.  Detection. and. recognition. in. air. at. 0.0029. and. 0.014. mg/m3, respectively"
(E)-Hept-2-enal,5283316,"soap,vegetable,fat,fresh,fatty,pungent,almond,green",CCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 4 ppm; intense green, sweet, fresh fruity apple-skin nuances"
"trans,trans-2,4-Heptadienal",5283321,"hazelnut,cinnamon",CC/C=C/C=C/C=O,flavorDB,The Aroma/Taste threshold values foris unknown
trans-2-Octenal,5283324,"nut,fat,herbal,fresh,green,fatty,banana,waxy,leaf,cucumber",CCCCC/C=C/C=O,flavorDB,Aroma Threshold Values:3 to 4 ppb
5-octenal,5283327,fruity,CC/C=C/CCCC=O,flavorDB,The Aroma/Taste threshold values forcis-5-OCTENALis unknown
"(2E,4E)-Octa-2,4-dienal",5283329,"green,fatty,melon,pear,seaweed,cucumber",CCC/C=C/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, fruity, melon, citrus, tallow and fatty nuances"
trans-2-Nonenal,5283335,"waxy,green,fatty,paper,melon,cucumber",CCCCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, soapy, cucumber/melon-like with an aldehydic, fatty nuance"
4-nonenal,5283337,fruity,CCCC/C=C/CCC=O,flavorDB,"Aroma Threshold Values:Fruity type, medium strength odor; recommend smelling in a 10.00% solution or less"
"trans,trans-2,4-Nonadienal",5283339,fruity,CCCC/C=C/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2 ppm; green, cucumber with fatty melon and chicken nuances"
trans-2-Decenal,5283345,"orange,coriander,rose,tallow,waxy,oily,fatty,earthy,floral,aldehydic,mushroom,green",CCCCCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 1.0 ppm; waxy, fatty, earthy, coriander, mushroom, green with a pork fat nuance"
(E)-6-Decenal,5283348,cucumber,CCC/C=C/CCCCC=O,flavorDB,The Aroma/Taste threshold values foris unknown
"(2E,4E)-deca-2,4-dienal",5283349,"citrus,orange,nut,wax,meat,fat,fresh,fatty,oily,cucumber,sweet,melon,pumpkin,fried,green",CCCCC/C=C/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2 ppm; rich oily fatty, aldehydic, green, chicken meat with tropical fruit and cilantro nuances"
2-Undecenal,5283356,"citrus,soap,orange peel,fat,fresh,sweet,fruity,green",CCCCCCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; waxy, addehydic, green, with a citrus and meaty nuance"
trans-2-Dodecenal,5283361,"citrus,orange,fat,herbal,waxy,mandarin,sweet,fruity,aldehydic,metallic,green",CCCCCCCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 0.1 ppm; strong aldehydic, soapy, vegetative green, celery and cucumber-like, banana musty, chicken fatty and brothy"
2-tridecenal,5283363,"bitter,powerful,waxy,tangerine,citrus peel",CCCCCCCCCC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; aldehydic, citrus-like, fatty, green and creamy"
2-tetradecenal,5283366,"citrus,pepper,waxy,green",CCCCCCCCCCC/C=C/C=O,flavorDB,"Aroma Threshold Values:Medium strength odor, citrus type"
9-tetradecenal,5283368,"citrus,fruity",CCCC/C=C/CCCCCCCC=O,flavorDB,"Aroma Threshold Values:Detection and recognition thresholds for (Z)-8-tetradecenal are reported as 0.067 and 0.064 ppm in water, respectively"
9-Octadecenal,5283381,fatty,CCCCCCCC/C=C/CCCCCCCC=O,flavorDB,The Aroma/Taste threshold values for9-OCTADECENALis unknown
Cinnamyl Anthranilate,5284369,"flower,fruity",C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N,flavorDB,The Aroma/Taste threshold values forCINNAMYL ANTHRANILATE (PROHIBITED)is unknown
Cyclohexylammonium Hydrogen Sulfate,5284372,sweet,C1CCC(CC1)[NH3+].OS(=O)(=O)[O-],flavorDB,The Aroma/Taste threshold values foris unknown
"Glycyrrhizinate, disodium",5284399,sweet-like,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O.[Na+].[Na+],flavorDB,The Aroma/Taste threshold values foris unknown
Methylhesperidin,5284419,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl Linoleate,5284421,dairy,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,flavorDB,"The Aroma/Taste threshold values for9,12-OCTADECADIENOIC ACID (48%) plus 9,12,15-OCTADECA- TRIENOIC ACID (52%) (METHYL ESTERS)is unknown"
phenylephrine Hydrochloride,5284443,bitter,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,flavorDB,The Aroma/Taste threshold values foris unknown
Oleyl Alcohol,5284499,savory,CCCCCCCC/C=C\CCCCCCCCO,flavorDB,"Aroma Threshold Values:Fatty-type, medium strength odor"
trans-3-Hexen-1-ol,5284503,"moss,bitter,fresh,fatty,earthy,intensely,green",CC/C=C/CCO,flavorDB,"Aroma Threshold Values:Green type, high strength odor; recommend smelling in a 1.00% solution or less"
Nerolidol,5284507,"citrus,wax,waxy,floral,woody,wood,flower,green",CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; green, floral, woody with fruity, citrus and melon nuances"
topiramate,5284627,bitter,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,flavorDB,The Aroma/Taste threshold values foris unknown
NSC5112,5284639,bitter,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"3',4',7-trihydroxyisoflavone",5284648,bitter,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
17817-31-1,5284649,bitter,C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
(Z)-Ethyl cinnamate,5284656,"spicy,berry,powdery,sweet,plum,honey,balsam,fruity,flower,cinnamon",CCOC(=O)/C=C\C1=CC=CC=C1,flavorDB,The Aroma/Taste threshold values foris unknown
Arabinoxylobiose,5287649,sweet,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Adenosine Monotungstate,5287674,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N.O[W](=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
bGC-(1-3)bGC-(1-4)bGC,5287769,sweet,C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3-O-beta-D-Glucopyranosyl-beta-D-Glucopyranose,5287770,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
beta-D-Man-(1->4)-beta-D-Man-(1->4)-beta-D-Man,5287808,sweet,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@H]([C@H]3O)O)O)CO)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"2,3-Dideoxyfucose",5287900,sweet,C[C@@H]1[C@H](CC[C@@H](O1)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Cellotriose,5287993,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
4-deoxy-D-glucarate,5288136,sweet,C([C@@H]([C@H](C(=O)[O-])O)O)[C@@H](C(=O)[O-])O,flavorDB,The Aroma/Taste threshold values foris unknown
"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",5288150,sweet,C1[C@@H](O1)CCO[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Galalphal-4Galbeta,5288350,sweet,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
D-turanose,5288399,sweet,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3-O-Alpha-D-Glucopyranosyl-beta-D-fructofuranose,5288400,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
GLC-(1-4)GLC-(1-4)XYS,5288412,sweet,C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
D-panose,5288421,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"4,6-Dideoxyglucose",5288437,sweet,C[C@@H]1C[C@@H]([C@H]([C@H](O1)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Maltotetraitol,5288440,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)CO)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Maltotriitol,5288441,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
2-O-Alpha-D-Mannopyranosyl-Alpha-D-Mannopyranose,5288739,sweet,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Manalpha1-3(Manalpha1-6)Manalpha,5288745,sweet,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 4-O-alpha-D-mannopyranosyl-alpha-D-mannopyranoside,5288749,sweet,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose,5288768,sweet,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
alpha-mannobiose,5288769,sweet,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Xylobiose,5289595,sweet,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
xylotriose,5289598,sweet,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@@H]3CO[C@H]([C@@H]([C@H]3O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
