,Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma Taste Threshold Values
1038,Hexyl isobutyrate,16872,"apple,berry,wine,grape,ripe,sweet,fruity,pear,green",CCCCCCOC(=O)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, sweet, fruity, apple- and pear-like with banana and melon nuances"
1041,"2,2,6-trimethylcyclohexanone",17000,"pungent,honey,cistus,labdanum,thujone",CC1CCCC(C1=O)(C)C,flavorDB,Aroma Threshold Values:310 ppb
1042,Methyl 4-methylvalerate,17008,fruit,CC(C)CCC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, sweet, banana, pineapple, apple-like with ripe, candy nuances"
1044,alpha-tErpINEOL,17100,"fruit,floral",CC1=CCC(CC1)C(C)(C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 2 to 25 ppm; woody, terpy, lemon and lemon–lime-like with a slight herbal and floral nuance. Taste characteristics at 10 to 25 ppm:citrus woody with a lemon and lime nuance. It has a slight soapy mouthfeel"
1046,1-Octen-3-yl acetate,17121,"herbal,fresh,oily,fruity,lavender,green",CCCCCC(C=C)OC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, earthy, waxy dairy-like, with unripe fruity nuances"
1047,2-MEtHYLbUtYL 2-MEtHYLbUtYrAtE,17129,"apple,berry,waxy,ester,sweet,fruity,green",CCC(C)COC(=O)C(C)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, fruity, pineapple character, estery with green, waxy and woody nuances"
1050,Dicyclohexyl Disulfide,17356,"berry,onion,egg,musty,coffee,nut skin,clam,crab,alliaceous",C1CCC(CC1)SSC2CCCCC2,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; onion, meaty, clam, crab, coffee and cocoa"
1052,Hexyl butyrate,17525,"apple,apple peel,waxy,sweet,fruity,soapy,green",CCCCCCOC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fruity, green, waxy, fatty and vegetative"
1054,2705-87-5,17617,"pineapple,waxy,sweet,fruity,tropical,candy",C=CCOC(=O)CCC1CCCCC1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fruity, pineapple, waxy, with green sweet apple nuances"
1059,Allyl Isovalerate,17816,"apple,pineapple,banana,sweet,fruity,cherry",CC(C)CC(=O)OCC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet fruity, with an apple, banana, pineapple and bubble gum-like nuance"
1063,2-Methoxypyrazine,18467,"nutty,sweet,cocoa",COC1=NC=CN=C1,flavorDB,Aroma Threshold Values:700 ppb in water
1064,2-Methyltetrahydrofuran-3-One,18522,"solvent,bread,buttery,sweet,nutty",CC1C(=O)CCO1,flavorDB,"Taste Threshold Values:Taste characteristics at 75 ppm; nutty and astringent with a slight creamy, almond nuance"
1066,3-(Methylthio)propionaldehyde,18635,"potato,vegetable,tomato,fishy,musty,earthy,creamy,peanut,cooked potato,beef",CSCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppb to 5 ppm; potato, musty, tomato, mold ripened cheeses, onion, beefy brothy, egg, seafood and vegetative nuances"
1067,Ethyl cyclohexanecarboxylate,18686,"winey,fruit,fruity,cheese",CCOC(=O)C1CCCCC1,flavorDB,Aroma Threshold Values:0.001 ppb
1068,Delta-Nonalactone,18698,"coconut,coumarin,milky,creamy,sweet",CCCCC1CCCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; creamy, coconut, lactonic, sweet and dairy-like with milky nuances"
1072,1-Octen-3-Ol,18827,"raw,fishy,oily,earthy,fungal,chicken,mushroom,green",CCCCCC(C=C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; mushroom, earthy, fungal, green, oily, vegetative, umami sensation and savory-brothy"
1074,"3,5,5-trimethylhexan-1-ol",18938,"floral,earthy,hay,straw,leaf,aldehydic,grassy,weedy,green",CC(CCO)CC(C)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, cooling, herbal, woody, musty, berry, melon, with minty nuances"
1081,Neoisomenthol,19244,menthol,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; cooling, camphoreous, minty with a clean eucalyptus note"
1082,3658-77-3,19309,"caramel,strawberry,grape,cotton,sweet,sugar,candy,almond",CC1C(=O)C(=C(O1)C)O,flavorDB,Taste Threshold Values:Taste characteristics at 0.10 to 1.0 ppm
1083,Dimethyl trisulfide,19310,"sulfur,cabbage,sulfurous,onion,fish,savory,meaty,cooked",CSSSC,flavorDB,"Taste Threshold Values:Taste characteristics at 2.0 ppm; sulfureous, alliaceous, gassy, savory and meaty with a fresh, vegetative nuance"
1087,2-pentylfuran,19602,"butter,green bean,vegetable,earthy,beany,fruity,metallic,green",CCCCCC1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; green, waxy with a cooked caramellic nuance"
1088,2-Heptylfuran,19603,"lactonic,roasted,fatty,oily,nutty,green",CCCCCCCC1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 5.0 ppm; fatty, vegetative, lactonic, herbal and oily with a tropical nuance"
1091,"2,3-Hexanedione",19707,"butter,caramel,oily,fatty,sweet,creamy,fruity,phenolic,dry",CCCC(=O)C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; creamy, fruity, toasted brown, caramellic notes"
1096,Octan-2-ol,20083,"fat,herbal,fresh,earthy,woody,mushroom,spicy,green",CCCCCCC(C)O,flavorDB,Aroma Threshold Values:7.8 to 42 ppb
1097,Allyl octanoate,20219,"butter,pineapple,waxy,banana,fatty,sweet,fruity,tropical,green",CCCCCCCC(=O)OCC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fatty, fruity, pineapple tropical-like"
1100,Cyclohexyl formate,20358,"cooling,jam,ethereal,banana,sweet,fruity,cherry",C1CCC(CC1)OC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; slightly cooling, green and fruity banana"
1102,Difurfuryl Disulfide,20499,"roasted,cabbage,onion,sulfury,coffee,chicken,meaty",C1=COC(=C1)CSSCC2=CC=CO2,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; roasted, sulfuraceous, alliaceous, green and meaty"
1104,2-Methylhexanoic Acid,20653,"lard,oily,fatty,fruity,cheese",CCCCC(C)C(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; dairy, creamy fatty with an oily mouthfeel and waxy nuance"
1107,Methyl cyclohexanecarboxylate,20748,"berry,pineapple,fruit,ester,estery,fruity,milk",COC(=O)C1CCCCC1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; cooling, sweet, fruity and floral"
1108,4674-50-4,20797,"grapefruit peel,citrus,gardenia,woody,grapefruit",CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; grapefruit, citrus, orange and butter"
1111,4-Ethylbenzaldehyde,20861,"sweet,almond,bitter",CCC1=CC=C(C=C1)C=O,flavorDB,Aroma Threshold Values:40 ppb
1114,1-Hepten-3-Ol,21057,"acrylate,tomato,oily,metallic,spicy,green",CCCCC(C=C)O,flavorDB,"Taste Threshold Values:Sweet, green, plastic, metallic, weedy taste at 1 ppm in water"
1115,Ethyl maltol,21059,"sweet,candy,strawberry,jam,caramel,bitter,cotton",CCC1=C(C(=O)C=CO1)O,flavorDB,"Taste Threshold Values:Taste characteristics at 70 ppm; sweet, burnt cotton, sugar candy-like with jamy, strawberry notes"
1117,prenyl benzoate,21265,"chocolate,fruity,balsam,tea,ylang",CC(=CCOC(=O)C1=CC=CC=C1)C,flavorDB,"Aroma Threshold Values:Medium strength odor, balsamic type"
1118,Cyclohexylacetic Acid,21363,"caramel,powdery,jasmine,acetic,sharp,fatty,musty,honey,cheese",C1CCC(CC1)CC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 100 ppm; honey, caramellic, maple and cocoa"
1123,4-(4-Hydroxyphenyl)-2-butanone,21648,"berry,jam,ripe,floral,sweet,raspberry",CC(=O)CCC1=CC=C(C=C1)O,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; fruity, jamy, berry, raspberry, and blueberry with seedy, cotton candy nuances"
1131,"2,3-Dimethylpyrazine",22201,"butter,caramel,nut,peanut butter,meat,leather,coffee,cocoa,peanut,nutty,almond,walnut",CC1=NC=CN=C1C,flavorDB,"Taste Threshold Values:Taste characteristics at 7.5 ppm; musty, nut skins, cocoa powdery, roasted coffee and bready"
1133,Epoxylinalool,22310,"musty,alcohol,fenchyl,camphor",CC1(CCC(O1)C(C)(C)O)C=C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; green, floral, fatty, woody, fermented, herbal, fruity and berry"
1134,Dipentene,22311,"lemon,citrus,orange,herbal,woody,terpene,citric,camphor",CC1=CCC(CC1)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fresh juicey lemon, with a sweet citral aldehydic nuance"
1135,Dipropyl trisulfide,22383,"sulfurous,garlic,onion,tropical,green",CCCSSSCCC,flavorDB,"Taste Threshold Values:Taste characteristics at 2.0 ppm; alliaceous, sulfurous, green and garlic-like with a tin-like metallic under-note and with minty and tropical nuances"
1140,Hexyl Hexanoate,22873,"peach,vegetable,herbal,apple peel,fresh,cut grass,fruity",CCCCCCOC(=O)CCCCC,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; sweet, fruity and green with tropical notes"
1147,benzyl Hexanoate,23367,"apricot,gardenia,jasmin,fruity,green",CCCCCC(=O)OCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at around 5.0 ppm; sweet, tropical, ripe fruity pineapple with a candy nuance"
1150,2-Methoxybenzenethiol,23642,"spicy,sulfurous,powdery,smoked,sweet,sausage,meaty,phenolic",COC1=CC=CC=C1S,flavorDB,Taste Threshold Values:Meaty sausage taste at 1 ppm in water
1152,Ethyl 2-methylbutyrate,24020,"apple,sharp,sweet,plum,fruity,green",CCC(C)C(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; fruity, green, berry, strawberry, fresh apple, pineapple and raspberry"
1155,7492-70-8,24114,"butter,coconut,buttermilk,creamy,dairy,buttery,cheese",CCCCOC(=O)C(C)OC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; creamy mouthfeel, buttery dairy, waxy, milky with coconut and cheesy nuances"
1156,Acetyl isobutyryl,24115,"fatty,sweet,creamy,fruity,buttery",CC(C)C(=O)C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 80 ppm; sweet, creamy, fruity, buttery, with a cooked estry nuance"
1169,butyl Anthranilate,24433,"berry,powdery,wine,grape,floral,sweet,plum,fruity,petitgrain",CCCCOC(=O)C1=CC=CC=C1N,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; floral, green, fruity, sweet citrus, waxy character"
1174,Dihydrocarvone,24473,"warm,powerful,herbal,minty,spearmint",CC1CCC(CC1=O)C(=C)C,flavorDB,Aroma Threshold Values:820 ppb to 1.06 ppm
1178,"1,1-Dimethoxydecane",24513,"neroli,citrus,herbal,green",CCCCCCCCCC(OC)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 2 ppm; fatty, waxy, citrus orange with fatty aldehydic nuances and a hint of mushroom"
1179,Isobutyl Anthranilate,24515,"berry,grape,floral,sweet,fruity",CC(C)COC(=O)C1=CC=CC=C1N,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; sweet fruity, grape-like, with a floral honey background"
1183,p-Menth-8-en-3-ol,24585,"cooling,herbal,woody,minty,grassy,medicinal,green",CC1CCC(C(C1)O)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; minty cooling, herbaceous peppermint nuance"
1186,butylhydroxyanisole,24667,"rubbery,mild",CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O,flavorDB,Aroma Threshold Values:3 ppm
1194,Hexyl 2-methylbutanoate,24838,"apple,waxy,strawberry,fruity,tropical,spicy,green",CCCCCCOC(=O)C(C)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, waxy, unripe fruity, apple and banana with a fresh, fleshy nuance"
1198,10094-34-5,24915,"prune,herbal,floral,plum,fruity,green",CCCC(=O)OC(C)(C)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; floral, green, herbal, musty and berry with a fresh melon nuance"
1204,2-Methyl-3-Heptanone,25611,"leafy,fruity,green",CCCCC(=O)C(C)C,flavorDB,Aroma Threshold Values:Odor detection threshold in water = 0.024 to 0.058 ppm
1205,2-Ethyl-5-Methylpyrazine,25915,"bean,fruit,sweet,coffee",CCC1=NC=C(N=C1)C,flavorDB,Aroma Threshold Values:16 to 100 ppb
1210,2-Ethylpyrazine,26331,"butter,peanut,musty,cocoa,nutty,wood,roasted,woody,bitter,peanut butter",CCC1=NC=CN=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; nutty, musty, casky, woody, potato, earthy and cocoa with a fishy nuance"
1212,2-Isobutyl-3-Methylpyrazine,26333,"syrup,sugar,herbal,green",CC1=NC=CN=C1CC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 35 ppm; herbaceous, green, earthy notes"
1213,"2-Ethyl-3,5-Dimethylpyrazine",26334,"roast,burnt almonds,roasted nuts,potato,coffee",CCC1=NC=C(N=C1C)C,flavorDB,Aroma Threshold Values:15 ppm in water
1216,Menthone,26447,"menthol,camphor,peppermint,deep,herbal,raspberry,bitter,camphoraceous",C[C@@H]1CC[C@H](C(=O)C1)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; cooling, peppermint, fresh green, minty, herbal, dirty mentholic with a refreshing camphoraceous nuance"
1217,"2,3,5-trimethylpyrazine",26808,"hazelnut,roast,roasted,powdery,potato,must,musty,earthy,cocoa,peanut,nutty",CC1=CN=C(C(=N1)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 80 ppm; raw, musty, nutty and potato"
1223,2-Ethyl-4-Methylthiazole,27440,"nutty,pistachio,green",CCC1=NC(=CS1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 0.10 to 0.50 ppm; oily, woody, musty cocoa powdery with a coffee bean nuance"
1224,2-Ethyl-3-Methylpyrazine,27457,"raw,hazelnut,roast,sweat,potato,bread,musty,earthy,peanut,nutty,corn",CCC1=NC=CN=C1C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; nutty, peanut, musty corn-like with raw and oily nuances"
1225,"2,3-Diethylpyrazine",27458,"raw,hazelnut,pepper,nutty,green",CCC1=NC=CN=C1CC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; musty, raw, slight nutty, slight radish"
1228,rose oxide,27866,"red rose,fresh,geranium,spicy,green",CC1CCOC(C1)C=C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, vegetative and herbal with a citrus nuance"
1229,Menthyl acetate,27867,"camphoraceous,orange,raspberry,melon",CC1CCC(C(C1)OC(=O)C)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; tea-like, cooling and fruity"
1231,1-Octen-3-yl butyrate,27892,"butter,animal,fishy,fruity,mushroom",CCCCCC(C=C)OC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; tuna fish-like, amine and mushroom-like"
1233,"2,3-Diethyl-5-Methylpyrazine",28905,"roast,citrus,hazelnut,roasted,wine_like,potato,vegetable,meat,fatty,floral,earthy,woody,musty,fruity,herbaceous,nutty,meaty,spicy,green",CCC1=NC=C(N=C1CC)C,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; musty, toasted; nutty, potato, cocoa, earthy and dirty"
1243,Dihydrocarvyl acetate,30248,"mint,cuminseed,rose,floral,sweet,minty,medicine,medicinal,camphor",CC1CCC(CC1OC(=O)C)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; floral, vegetative and minty with cooking, rose and bean nuances"
1246,Acetylpyrazine,30914,"tomato,coffee,corn,chocolate,nutty,bread crust,roast,hazelnut,popcorn,bitter,chip",CC(=O)C1=NC=CN=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; roasted, nutty, bready, yeasty with popcorn, corn chip nuance"
1248,122-40-7,31209,fruit,CCCCCC(=CC1=CC=CC=C1)C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; sweet, floral, spice-like with cinnamic and waxy nuance"
1249,butyl phenylacetate,31210,"rose,chocolate,honey",CCCCOC(=O)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; honey, sweet, chocolate, floral and rose-like"
1250,vanillylacetone,31211,"vanilla,clove,animal,sweet,ginger,woody,spicy,phenolic",CC(=O)CCC1=CC(=C(C=C1)O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 80 ppm; spicy with a biting, lingering heat. Taste characteristics at 20 ppm in 5% sugar solution:smooth, sweet, creamy and warm, spicy clove with a slight lingering burning bite"
1251,benzyl propionate,31219,"apple,berry,jasmine,jam,jasmin,banana,strawberry,floral,sweet,fruity,balsam",CCC(=O)OCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; fruity, sweet, green and powdery with a ripe berry nuance"
1253,3-phenylpropyl acetate,31226,"spicy,sweet,balsam,storax,cinnamon,bitter",CC(=O)OCCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; balsamic, floral, fruity, sappy, spicy and cinnamic with powdery nuances"
1255,4-Methoxyphenylacetone,31231,"anisic,sweet,fruity,balsam,spicy",CC(=O)CC1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; sweet spicy, with green anisic, minty nuances"
1256,3-phenylpropan-1-ol,31234,"mignonette,cinnamyl,fruit,sweet,anise,balsam,hyacinth,spicy,cinnamon",C1=CC=C(C=C1)CCCO,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; spicy, cinnamon, balsamic, fruity, winy and honey-like with floral nuances"
1258,4-Ethylphenol,31242,"smoke,castoreum,spice,alcohol,guaiacol,phenol,medicinal,phenolic",CCC1=CC=C(C=C1)O,flavorDB,Aroma Threshold Values:42 to 130 ppb
1259,4-Methoxybenzaldehyde,31244,"mimosa,hawthorn,cherry,powdery,bitter,vanilla,anise,hawthorne,chocolate,balsam,creamy,minty,berry,sweet,floral,mint,almond,cinnamon",COC1=CC=C(C=C1)C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; sweet powdery, vanilla creamy, spice anise, nutty, cherry pit and almond-like nuances"
1260,2-Methylpentanal,31245,"ethereal,fruity,green",CCCC(C)C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5.0 ppm; vegetative and green with a fruity, grape-like nuance"
1261,4-Heptanone,31246,"pineapple,strawberry,sweet,fruity,peanut,cognac,cheese",CCCC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; fruity, banana, green apple, blue cheese with nut-like nuances"
1262,Diethyl Succinate,31249,"peach,chocolate,apple,apricot,mild,wine,grape,musty,fruit,fruity,cranberry,pear,ylang,cooked",CCOC(=O)CCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 to 100 ppm; chemical earthy, fruity with a pulpy mouthfeel"
1264,Ethyl Nonanoate,31251,"rose,wine,waxy,rum,fruity,tropical,natural",CCCCCCCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5.0 ppm; fruity, estry, green, waxy and fatty with banana and tropical nuances"
1265,"2,5-Dimethylpyrazine",31252,"roast beef,roasted nuts,grass,medical,cocoa,woody,medicine,roasted nut,medicinal",CC1=CN=C(C=N1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 7.5 ppm; musty, potato, cocoa and nutty with a fatty and oily nuance"
1266,Myrcene,31253,"peppery,spice,balsamic,must,balsam,terpene,spicy,plastic",CC(=CCCC(=C)C=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 100 ppm; woody, vegetative, citrus fruity with a tropical mango and slight, leafy, minty nuance"
1268,3-Methyl-1-butanol,31260,"oil,alcoholic,burnt,whiskey,malt,banana,fusel,fruity",CC(C)CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fusel, fermented, fruity, banana, ethereal and cognac"
1270,Ethyl caproate,31265,"pineapple,apple peel,waxy,banana,fruit,sweet,fruity,green",CCCCCC(=O)OCC,flavorDB,Taste Threshold Values:Taste characteristics at 10 ppm
1271,Allyl hexanoate,31266,"pineapple,ethereal,arrack,fatty,sweet,rum,fruity,tropical,cognac",CCCCCC(=O)OCC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, fresh, juicy, pineapple and fruity"
1272,pyrrolidine,31268,"alkaline,egg,animal,ammoniacal,amine",C1CCNC1,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; ammonia and fishy, amine-like with seaweed and shellfish nuances"
1274,butyl acetate,31272,"solvent,ethereal,banana,fruity,pear",CCCCOC(=O)C,flavorDB,Aroma Threshold Values:10 to 500 ppb
1275,Isoamyl Acetate,31276,"bitter,solvent,banana,fruity,sweet",CC(C)CCOC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet fruity, banana-like with a green ripe nuance"
1277,Ethyl tetradecanoate,31283,"ether,waxy,sweet,soapy,orris,violet",CCCCCCCCCCCCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 60 ppm; sweet, waxy and creamy"
